"","Gene_name","Protein_name","Protein_ID","Fold_change","P_value"
"315","DNMT3A","DNA (cytosine-5)-methyltransferase 3A","Q9Y6K1",1.97357149647283,0.059741039
"316","MRPS11","28S ribosomal protein S11, mitochondrial","P82912",0.614757807713155,0.032319121
"317","UQCRC1","Cytochrome b-c1 complex subunit 1, mitochondrial","P31930",0.513414747833304,0.059059504
"318","RPL27A","60S ribosomal protein L27a","P46776",1.9125471520963,0.055750977
"319","CDKN2AIP","CDKN2A-interacting protein","Q9NXV6",0.583545828412835,0.038737435
"320","PML","Protein PML","P29590",0.434046285802364,0.10388146
"321","CNPY2","Protein canopy homolog 2","Q9Y2B0",0.499323281697308,0.065758191
"322","SLC30A7","Zinc transporter 7","Q8NEW0",1.76373735976803,0.044334937
"323","G3BP2","Ras GTPase-activating protein-binding protein 2","Q9UN86",0.693138890558023,0.022827299
"324","RPS27A","Ubiquitin-40S ribosomal protein S27a","P62979",1.51470468213488,0.026912598
"325","TRAF2","TNF receptor-associated factor 2","Q12933",0.60281924494392,0.036546372
"326","NOMO1","Nodal modulator 1","Q15155",0.566194930967394,0.045208726
"327","CNPY3","Protein canopy homolog 3","Q9BT09",0.559795682241179,0.04709211
"328","STAT4","Signal transducer and activator of transcription 4","Q14765",0.609937683865126,0.036049131
"329","MAGT1","Magnesium transporter protein 1","Q9H0U3",0.337979684343606,0.26344201
"330","UGGT2","UDP-glucose:glycoprotein glucosyltransferase 2","Q9NYU1",0.506600968426947,0.069085516
"331","HTATIP2","Oxidoreductase HTATIP2","Q9BUP3",1.93624584281395,0.065019101
"332","RFC5","Replication factor C subunit 5","P40937",0.658952747070065,0.029182954
"333","EIF4E2","Eukaryotic translation initiation factor 4E type 2","O60573",1.36642195525387,0.020783063
"334","EMC3","ER membrane protein complex subunit 3","Q9P0I2",0.595792951301165,0.042464379
"335","CDC42","Cell division control protein 42 homolog","P60953",0.412891135569593,0.14901824
"336","SUCLA2","Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial","Q9P2R7",1.5719266769947,0.035532113
"337","FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","P22570",0.541149686718463,0.061511748
"338","SMC1A","Structural maintenance of chromosomes protein 1A","Q14683",1.84686194767068,0.061687063
"339","TCEB1","Transcription elongation factor B polypeptide 1","Q15369",0.38933615063967,0.18754068
"340","FAM129B","Niban-like protein 1","Q96TA1",0.673803628089622,0.030401299
"341","CALML5","Calmodulin-like protein 5","Q9NZT1",0.536258826468595,0.065051705
"342","YARS2","Tyrosine--tRNA ligase, mitochondrial","Q9Y2Z4",0.542291841940142,0.062764935
"343","SYAP1","Synapse-associated protein 1","Q96A49",0.599710794184613,0.046383616
"344","ADD3","Gamma-adducin","Q9UEY8",0.607087904364872,0.045495
"345","CD59","CD59 glycoprotein","P13987",0.370387904287741,0.23740089
"346","ATP6V0A2","V-type proton ATPase 116 kDa subunit a isoform 2","Q9Y487",1.39945355687863,0.027288659
"347","NFS1","Cysteine desulfurase, mitochondrial","Q9Y697",0.489733208451292,0.095923714
"348","ANKRD27","Ankyrin repeat domain-containing protein 27","Q96NW4",0.595969477681409,0.050211262
"349","HNRNPA0","Heterogeneous nuclear ribonucleoprotein A0","Q13151",0.622556454405163,0.043466486
"350","XPOT","Exportin-T","O43592",1.94272912582928,0.081764258
"351","NOP58","Nucleolar protein 58","Q9Y2X3",0.461886543150005,0.11729108
"352","RAB3C","Ras-related protein Rab-3C","Q96E17",0.415312595055147,0.16860358
"353","CTNNB1","Catenin beta-1","P35222",0.559749343520942,0.062709168
"354","LMO7","LIM domain only protein 7","Q8WWI1",1.99036449678789,0.090039656
"355","GIGYF2","PERQ amino acid-rich with GYF domain-containing protein 2","Q6Y7W6",0.585618536784581,0.054397583
"356","SMC3","Structural maintenance of chromosomes protein 3","Q9UQE7",0.6252281258098,0.043893587
"357","SUN2","SUN domain-containing protein 2","Q9UH99",1.60837257837804,0.044942107
"358","NDUFB5","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial","O43674",1.81355264759128,0.067278072
"359","SSR4","Translocon-associated protein subunit delta","P51571",0.399795459303548,0.20129342
"360","TRMT112","Multifunctional methyltransferase subunit TRM112-like protein","Q9UI30",0.511665725882248,0.089961417
"361","CAPN1","Calpain-1 catalytic subunit","P07384",1.97514570069421,0.094176531
"362","BCS1L","Mitochondrial chaperone BCS1","Q9Y276",0.635794701834696,0.044562191
"363","DLG5","Disks large homolog 5","Q8TDM6",1.69459176530179,0.057267606
"364","RPL34","60S ribosomal protein L34","P49207",0.497744100466512,0.10214964
"365","TFCP2","Alpha-globin transcription factor CP2","Q12800",0.517268210001596,0.091338716
"366","NCSTN","Nicastrin","Q92542",0.39652220765717,0.22170249
"367","CDK1","Cyclin-dependent kinase 1","P06493",0.482919033261956,0.11528723
"368","TLN1","Talin-1","Q9Y490",0.469312627193909,0.12709004
"369","PIGK","GPI-anchor transamidase","Q92643",0.662858853563974,0.040701605
"370","CAV1","Caveolin-1","Q03135",0.538083840479754,0.081444629
"371","SPCS2","Signal peptidase complex subunit 2","Q15005",0.378543211038831,0.26705784
"372","MVP","Major vault protein","Q14764",0.627479354474625,0.049939953
"373","TVP23B","Golgi apparatus membrane protein TVP23 homolog B","Q9NYZ1",0.392867100161821,0.23708475
"374","NUDT16L1","Protein syndesmos","Q9BRJ7",0.50119350147883,0.10593081
"375","DLAT","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial","P10515",0.40560911256905,0.21910639
"376","ALDH18A1","Delta-1-pyrroline-5-carboxylate synthase","P54886",0.467903546010517,0.13690984
"377","TEAD1","Transcriptional enhancer factor TEF-1","P28347",0.574756378201964,0.070784882
"378","KTN1","Kinectin","Q86UP2",0.509827707015444,0.10587954
"379","CBX3","Chromobox protein homolog 3","Q13185",0.521892215449834,0.098419845
"380","ECI1","Enoyl-CoA delta isomerase 1, mitochondrial","P42126",0.609589445670375,0.060066827
"381","LCMT2","tRNA wybutosine-synthesizing protein 4","O60294",0.422623378506762,0.20535628
"382","GUCY2C","Heat-stable enterotoxin receptor","P25092",0.452645508551709,0.16495299
"383","SRP9","Signal recognition particle 9 kDa protein","P49458",0.47785296559603,0.13975798
"384","GMDS","GDP-mannose 4,6 dehydratase","O60547",1.99745968083567,0.12201463
"385","GMPS","GMP synthase [glutamine-hydrolyzing]","P49915",1.82640080715285,0.090892933
"386","NSF","Vesicle-fusing ATPase","P46459",0.555640112491807,0.086810865
"387","CLPX","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial","O76031",0.492817122764419,0.12941734
"388","GGH","Gamma-glutamyl hydrolase","Q92820",0.643298653031197,0.053982183
"389","STOM","Erythrocyte band 7 integral membrane protein","P27105",0.466509453939828,0.15764567
"390","SPRR2A","Small proline-rich protein 2A","P35326",0.502280651672552,0.12373403
"391","SNRPD3","Small nuclear ribonucleoprotein Sm D3","P62318",0.680385859135633,0.045352247
"392","SSFA2","Sperm-specific antigen 2","P28290",1.42122179377136,0.040601455
"393","ALDOC","Fructose-bisphosphate aldolase C","P09972",0.497858007241716,0.12972155
"394","SEPT2","Septin-2","Q15019",1.86817345056984,0.10315741
"395","NUP85","Nuclear pore complex protein Nup85","Q9BW27",0.669058553744548,0.049415801
"396","NDUFA2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2","O43678",0.742873717760678,0.034999356
"397","ATP6AP1","V-type proton ATPase subunit S1","Q15904",0.636560779534002,0.058567781
"398","DHRS1","Dehydrogenase/reductase SDR family member 1","Q96LJ7",1.91580287814646,0.11431477
"399","ACADVL","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","P49748",0.382266841448475,0.34370646
"400","P4HA1","Prolyl 4-hydroxylase subunit alpha-1","P13674",0.380683079649538,0.34916943
"401","TPR","Nucleoprotein TPR","P12270",0.549390528630925,0.10379806
"402","CPT1A","Carnitine O-palmitoyltransferase 1, liver isoform","P50416",0.611723397234738,0.072651103
"403","CBS","Cystathionine beta-synthase","P35520",1.80913155561293,0.1035023
"404","GADD45GIP1","Growth arrest and DNA damage-inducible proteins-interacting protein 1","Q8TAE8",0.535699953275141,0.11605356
"405","LBR","Lamin-B receptor","Q14739",0.394980260050661,0.32277399
"406","LEPREL4","Synaptonemal complex protein SC65","Q92791",0.635965955436642,0.06652201
"407","NUCB2","Nucleobindin-2","P80303",0.65861089530753,0.059512138
"408","PTPMT1","Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1","Q8WUK0",0.588920139296435,0.086747468
"409","CENPF","Centromere protein F","P49454",0.555568347964854,0.10590846
"410","POLDIP2","Polymerase delta-interacting protein 2","Q9Y2S7",0.559660841589984,0.10364389
"411","FN3K","Fructosamine-3-kinase","Q9H479",0.543994707133398,0.11478092
"412","MRPS36","28S ribosomal protein S36, mitochondrial","P82909",0.589211220082312,0.088832527
"413","FOLR1","Folate receptor alpha","P15328",0.539697377363769,0.11910587
"414","DSG1","Desmoglein-1","Q02413",1.84662077345597,0.11832535
"415","RPL7","60S ribosomal protein L7","P18124",1.9996467473478,0.15451175
"416","SEC11A","Signal peptidase complex catalytic subunit SEC11A","P67812",0.409620260880665,0.30140856
"417","SLC25A13","Calcium-binding mitochondrial carrier protein Aralar2","Q9UJS0",0.385930089621652,0.36887503
"418","BLM","Bloom syndrome protein","P54132",0.652517151596372,0.06476035
"419","NPTN","Neuroplastin","Q9Y639",0.456330353696804,0.21245645
"420","PHGDH","D-3-phosphoglycerate dehydrogenase","O43175",1.71882577638752,0.095617659
"421","SERPINB12","Serpin B12","Q96P63",1.866769917008,0.1262536
"422","MMGT1","Membrane magnesium transporter 1","Q8N4V1",0.56598591011611,0.10613149
"423","IDH2","Isocitrate dehydrogenase [NADP], mitochondrial","P48735",0.533229098033497,0.13122116
"424","HNRNPAB","Heterogeneous nuclear ribonucleoprotein A/B","Q99729",1.61751155020432,0.080861062
"425","TMEM33","Transmembrane protein 33","P57088",0.558385114415935,0.11391819
"426","HADHA","Trifunctional enzyme subunit alpha, mitochondrial","P40939",0.376597336867934,0.42602056
"427","CPT2","Carnitine O-palmitoyltransferase 2, mitochondrial","P23786",1.43607146400119,0.055610701
"428","IGF2BP1","Insulin-like growth factor 2 mRNA-binding protein 1","Q9NZI8",0.531418764101176,0.13750723
"429","NR3C1","Glucocorticoid receptor","P04150",0.697697082831183,0.056113295
"430","RAB35","Ras-related protein Rab-35","Q15286",1.89343827671667,0.14281014
"431","ITPR3","Inositol 1,4,5-trisphosphate receptor type 3","Q14573",0.568074967406403,0.11346321
"432","CDKN2A","Tumor suppressor ARF","Q8N726",1.77544978983414,0.11698046
"433","STAT5B","Signal transducer and activator of transcription 5B","P51692",0.523021205527898,0.15021528
"434","HSPA1B","Heat shock 70 kDa protein 1B","P0DMV9",1.86945456406125,0.14068882
"435","NUP133","Nuclear pore complex protein Nup133","Q8WUM0",1.59320154905853,0.083273947
"436","CARM1","Histone-arginine methyltransferase CARM1","Q86X55",1.95036667417593,0.16360292
"437","NOC3L","Nucleolar complex protein 3 homolog","Q8WTT2",0.585070644757318,0.10578992
"438","HSD17B11","Estradiol 17-beta-dehydrogenase 11","Q8NBQ5",0.669735388789897,0.068376623
"439","SH3GL2","Endophilin-A1","Q99962",0.631904727579358,0.083184376
"440","CS","Citrate synthase, mitochondrial","O75390",0.502665371416485,0.17915106
"441","VKORC1L1","Vitamin K epoxide reductase complex subunit 1-like protein 1","Q8N0U8",0.668136263722921,0.069625802
"442","SRSF9","Serine/arginine-rich splicing factor 9","Q13242",0.52416704457529,0.15600397
"443","NSUN2","tRNA (cytosine(34)-C(5))-methyltransferase","Q08J23",1.93962870685214,0.16496842
"444","STT3A","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A","P46977",0.480435454570201,0.20863807
"445","NHP2","H/ACA ribonucleoprotein complex subunit 2","Q9NX24",0.496034171468678,0.18768799
"446","ITGAV","Integrin alpha-V","P06756",0.446262432387544,0.26744327
"447","PPHLN1","Periphilin-1","Q8NEY8",0.666853229680972,0.070881382
"448","ARL6IP5","PRA1 family protein 3","O75915",0.436073433530765,0.29556966
"449","GNL3","Guanine nucleotide-binding protein-like 3","Q9BVP2",0.713883323818816,0.057798199
"450","RUVBL1","RuvB-like 1","Q9Y265",1.80788753942672,0.13535282
"451","TP53BP1","Tumor suppressor p53-binding protein 1","Q12888",0.694668728317353,0.063720331
"452","DUT","Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial","P33316",1.8608510092514,0.15285833
"453","AKR1C1","Aldo-keto reductase family 1 member C1","Q04828",0.551742498640593,0.14050834
"454","ESYT2","Extended synaptotagmin-2","A0FGR8",0.567706749326001,0.12822843
"455","PRPF31","U4/U6 small nuclear ribonucleoprotein Prp31","Q8WWY3",1.71568569668961,0.11786641
"456","POR","NADPH--cytochrome P450 reductase","P16435",0.413566483434803,0.3686327
"457","LAS1L","Ribosomal biogenesis protein LAS1L","Q9Y4W2",0.542581880274105,0.1498044
"458","NDRG2","Protein NDRG2","Q9UN36",0.550338775769663,0.14304261
"459","RPS5","40S ribosomal protein S5","P46782",0.567757479889931,0.13047199
"460","HSPA8","Heat shock cognate 71 kDa protein","P11142",1.51805632629899,0.079884224
"461","MT-ATP6","ATP synthase subunit a","P00846",0.595835273801268,0.11168236
"462","SEMA4B","Semaphorin-4B","Q9NPR2",0.545463090073959,0.14999273
"463","PSMC6","26S protease regulatory subunit 10B","P62333",0.677164782217427,0.073594429
"464","TMEM205","Transmembrane protein 205","Q6UW68",0.479156506259059,0.23253533
"465","SEC23B","Protein transport protein Sec23B","Q15437",0.63917016946822,0.089706607
"466","PLBD2","Putative phospholipase B-like 2","Q8NHP8",1.48814044103788,0.076055519
"467","SMARCC1","SWI/SNF complex subunit SMARCC1","Q92922",0.616027909347682,0.10447378
"468","HNRNPR","Heterogeneous nuclear ribonucleoprotein Q","O60506",0.5819035255024,0.12692592
"469","RNMT","mRNA cap guanine-N7 methyltransferase","O43148",0.651562985840385,0.08730869
"470","LARS2","Probable leucine--tRNA ligase, mitochondrial","Q15031",0.596627804977342,0.11721828
"471","ISOC2","Isochorismatase domain-containing protein 2, mitochondrial","Q96AB3",1.93509047711008,0.19131868
"472","AK2","Adenylate kinase 2, mitochondrial","P54819",0.712492925928363,0.066404119
"473","PRIM2","DNA primase large subunit","P49643",0.724348501399284,0.062993094
"474","NHP2L1","NHP2-like protein 1","P55769",0.554745901583885,0.154559
"475","SACM1L","Phosphatidylinositide phosphatase SAC1","Q9NTJ5",0.585056075490089,0.1300717
"476","PABPC1","Polyadenylate-binding protein 1","P11940",1.87191408329014,0.17597573
"477","MRPL1","39S ribosomal protein L1, mitochondrial","Q9BYD6",1.5946943286609,0.10335943
"478","USP5","Ubiquitin carboxyl-terminal hydrolase 5","P45974",1.55724080735975,0.095819503
"479","RPL35","60S ribosomal protein L35","P42766",1.63562879274491,0.11284808
"480","GSTP1","Glutathione S-transferase P","P09211",1.97113040441627,0.21558465
"481","MCM5","DNA replication licensing factor MCM5","P33992",1.83810717636829,0.17469694
"482","PCYOX1","Prenylcysteine oxidase 1","Q9UHG3",0.484163244780756,0.25857142
"483","ACOT13","Acyl-coenzyme A thioesterase 13","Q9NPJ3",0.494145964917029,0.24281003
"484","RRP1B","Ribosomal RNA processing protein 1 homolog B","Q14684",0.588653713441053,0.13621512
"485","RRS1","Ribosome biogenesis regulatory protein homolog","Q15050",0.574963149456992,0.14791495
"486","ZADH2","Zinc-binding alcohol dehydrogenase domain-containing protein 2","Q8N4Q0",0.61233010738697,0.12003256
"487","RPL18A","60S ribosomal protein L18a","Q02543",1.58880805917435,0.10984692
"488","NAMPT","Nicotinamide phosphoribosyltransferase","P43490",0.813583914407717,0.046936121
"489","PTER","Phosphotriesterase-related protein","Q96BW5",0.514983449310375,0.21532431
"490","NUP93","Nuclear pore complex protein Nup93","Q8N1F7",0.56066000414807,0.16297747
"491","NUMA1","Nuclear mitotic apparatus protein 1","Q14980",0.582606218491244,0.14464018
"492","BTF3","Transcription factor BTF3","P20290",0.561577026975779,0.16372542
"493","SLC25A4","ADP/ATP translocase 3","P12236",0.626958363677,0.11720198
"494","STX10","Syntaxin-10","O60499",1.60795254504207,0.12113094
"495","DNAJC11","DnaJ homolog subfamily C member 11","Q9NVH1",0.613504452613843,0.12698115
"496","YWHAB","14-3-3 protein beta/alpha","P31946",0.562926918214169,0.1697596
"497","SEC63","Translocation protein SEC63 homolog","Q9UGP8",0.553084881661719,0.18070602
"498","BCKDHA","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial","P12694",0.625138070622658,0.12277174
"499","ATL3","Atlastin-3","Q6DD88",0.465791295867195,0.32664326
"500","CTSA","Lysosomal protective protein","P10619",0.763744921952684,0.063412152
"501","BAZ1B","Tyrosine-protein kinase BAZ1B","Q9UIG0",0.667032031099399,0.099656031
"502","RPS12","40S ribosomal protein S12","P25398",1.77655993609555,0.17629178
"503","DNAAF5","Dynein assembly factor 5, axonemal","Q86Y56",0.609158334630346,0.13623747
"504","SIGMAR1","Sigma non-opioid intracellular receptor 1","Q99720",0.430021821288287,0.43408662
"505","CNIH4","Protein cornichon homolog 4","Q9P003",0.558053271789415,0.18323348
"506","RBX1","E3 ubiquitin-protein ligase RBX1","P62877",0.530533006401945,0.21910191
"507","CPPED1","Serine/threonine-protein phosphatase CPPED1","Q9BRF8",0.65242490060097,0.11023213
"508","KATNAL2","Katanin p60 ATPase-containing subunit A-like 2","Q8IYT4",0.670181913438753,0.10083214
"509","H2AFX","Histone H2AX","P16104",0.606974481243707,0.14038403
"510","PTDSS1","Phosphatidylserine synthase 1","P48651",0.65957527100575,0.10763795
"511","IKBIP","Inhibitor of nuclear factor kappa-B kinase-interacting protein","Q70UQ0",0.493493258468895,0.28219777
"512","DNAH5","Dynein heavy chain 5, axonemal","Q8TE73",0.753315653278102,0.069329344
"513","DPM1","Dolichol-phosphate mannosyltransferase subunit 1","O60762",0.474195820259108,0.32327899
